ID,var_rpta_alt,Prob_uno
291276#105189#982586,1,1.0
178782#965634#114708,1,0.46
9574#93166#994602,0,0.3
146048#1052258#28084,0,0.24
226332#431427#648625,0,0.66
215403#587922#492420,0,0.16
341206#77499#1027588,1,0.78
597898#500127#580215,0,0.25
132384#489802#590540,0,0.27
125259#351066#729703,0,0.17
25001#567712#512630,1,0.63
14624#682302#398040,0,0.19
578572#1038839#41503,1,0.96
451244#872901#207441,0,0.16
427483#225842#856970,0,0.18
496439#411137#668787,1,0.97
484605#962291#118051,1,0.77
178279#146566#941526,0,0.66
106141#1031723#48619,0,0.13
418832#705787#374555,1,0.98
369871#609300#471042,1,0.34
539291#703358#376984,1,0.28
93775#104137#983634,0,0.34
167385#961650#118692,1,0.98
82210#978579#101763,0,0.57
519892#414047#665876,0,0.31
491506#990733#89609,0,0.09
601500#200736#887533,0,0.13
26666#848201#232141,0,0.01
260371#415107#664840,0,0.27
589147#300615#782498,1,1.0
423955#184437#903700,1,1.0
577336#1039288#41054,0,0.27
32543#868227#212115,0,0.11
123497#980643#99699,1,1.0
248327#265332#817659,1,0.98
220489#35380#1069676,0,0.12
25860#218251#864522,0,0.17
78840#535670#544672,1,0.85
300686#566942#513400,0,0.02
162162#573664#506678,0,0.26
399551#296485#786619,0,0.09
105666#661906#418436,1,1.0
431983#942439#137903,0,0.23
144637#283904#799146,0,0.14
102715#903282#177060,0,0.19
245747#640853#439489,1,1.0
497008#157798#930303,0,0.21
441792#72781#1032277,0,0.04
188521#976599#103743,0,0.08
217816#798601#281741,0,0.02
274534#159055#929056,1,0.85
81032#128538#959315,1,1.0
133962#784745#295597,1,0.95
609577#924398#155944,1,0.73
589936#1072591#7751,0,0.11
495346#224859#857953,1,1.0
562532#269096#813915,1,0.19
127109#328017#755128,0,0.18
542878#409721#670197,1,0.99
430859#361756#718104,1,1.0
30275#541181#539161,0,0.25
128764#503715#576627,0,0.23
430230#995320#85022,1,0.71
523987#699150#381192,0,0.06
195097#889744#190598,0,0.03
353494#248525#834476,1,0.99
406776#513566#566776,0,0.19
64500#29485#728252,0,0.06
162776#549277#531065,1,0.31
44371#32061#877299,0,0.05
188707#946920#133422,1,0.79
283891#807306#273036,1,0.98
572079#460719#619619,0,0.05
110199#557245#523097,1,0.09
15254#297873#785231,0,0.74
369758#257466#825516,1,1.0
571559#326903#756226,1,1.0
550700#277757#805276,1,0.96
319989#872385#207957,1,1.0
300771#567272#513070,1,0.98
13101#331336#749226,0,0.13
467429#728868#351474,0,0.27
36364#463473#616869,0,0.28
199252#767715#312627,1,1.0
463125#783565#296777,0,0.03
18038#476529#603813,0,0.28
134865#1049271#31071,0,0.23
505264#66942#1038087,0,0.11
405031#285095#797960,0,0.21
504714#835577#244765,1,0.97
427988#620483#459859,1,0.86
364733#714388#365954,1,1.0
515256#172900#915226,1,0.85
16911#630262#450080,1,0.57
349341#155132#932976,1,1.0
533794#402503#677415,1,1.0
300271#547493#532849,0,0.09
356260#325597#757537,1,1.0
370682#500596#579746,1,1.0
239291#683394#396948,1,1.0
367029#195717#892539,1,0.98
186449#950292#130050,0,0.05
36604#654599#425743,1,0.97
617708#489853#590489,0,0.32
198957#603479#476863,1,0.01
473558#824015#256327,0,0.06
575955#629896#450446,0,0.08
558551#991671#88671,0,0.19
181053#86323#1018937,0,0.58
10577#722229#358113,1,0.98
72309#877436#202906,0,0.01
339161#900319#180023,0,0.97
100031#1000960#79382,0,0.13
386311#1005924#74418,0,0.19
38576#1012368#67974,0,0.09
200982#796837#283505,0,0.63
477194#59564#1045413,1,1.0
329587#782862#297480,0,0.18
210989#1029711#50631,1,0.99
171218#797000#283342,1,0.99
632517#75376#1029686,1,0.58
160993#954298#126044,1,0.94
603495#496926#583416,1,1.0
561032#493701#586641,0,0.38
70579#702403#377939,1,0.94
29266#415350#664603,1,0.99
296604#504195#576147,0,0.32
616679#676634#403708,0,0.16
359599#844433#235909,0,0.33
195787#715729#364613,1,0.99
380075#317956#765181,0,0.06
477307#1033819#46523,0,0.08
124606#532354#547988,0,0.03
325829#55003#1049948,0,0.15
518321#240195#842825,1,1.0
107585#85591#1019671,1,0.99
37616#46958#1057872,1,0.98
552875#268050#814961,0,0.04
382150#698247#382095,0,0.18
327151#9330#1080202,1,0.97
28514#441275#639041,1,0.74
183406#136975#951131,0,0.12
59416#629603#450739,0,0.04
552189#373816#706038,0,0.15
480047#869064#211278,0,0.09
155270#453237#627109,0,0.1
238683#1019435#60907,0,0.23
277610#765372#314970,0,0.09
574372#520426#559916,0,0.44
574372#520431#559911,0,0.51
112090#743631#336711,0,0.11
206732#439863#640442,1,0.96
439293#883599#196743,0,0.02
23404#550092#530250,0,0.31
283346#1015423#64919,1,0.16
421055#906017#174325,0,0.02
149885#906229#174113,1,0.99
93976#482823#597519,0,0.17
437092#720175#360167,1,0.99
265637#465316#615026,0,0.11
464761#873222#207120,1,1.0
189456#727142#353200,0,0.07
191265#664242#416100,1,0.97
361301#49095#1055733,0,0.64
239723#828018#252324,1,0.74
464816#170641#917498,1,0.98
277037#99188#988587,0,0.04
127441#44289#1060528,0,0.1
181435#464468#615874,0,0.24
139564#261329#821655,1,0.93
584999#454270#626074,1,0.19
38223#712014#368328,1,0.43
592439#1074932#5410,0,0.35
514994#57955#1047018,1,1.0
73300#330140#750563,1,0.31
125602#994098#86244,0,0.32
378256#55885#1049073,1,0.88
405461#394688#685223,0,0.3
460791#871419#208923,1,0.79
529063#1014211#66131,1,1.0
422991#732144#348198,0,0.53
496848#832261#248081,0,0.31
186990#343332#737332,0,0.31
50247#797635#282707,1,0.83
381016#103280#984494,1,0.22
249462#294092#788994,0,0.1
611122#1079295#1047,0,0.05
414201#370408#709441,1,0.84
371119#66232#1038793,0,0.02
184414#318088#765052,1,0.99
48931#334190#746390,1,0.97
604070#335886#744699,1,0.98
443414#352883#726988,1,0.93
488491#877059#203283,1,1.0
460816#855974#224368,0,0.25
371268#872105#208237,1,0.81
594345#1043303#37039,1,0.76
223185#943174#137168,0,0.06
123181#378820#701033,1,0.08
123181#321850#761297,1,0.1
415326#800697#279645,1,0.98
335635#684400#395942,1,1.0
607704#150133#937961,0,0.05
383991#388941#690917,1,1.0
392458#627387#452955,0,0.12
334791#886336#194006,0,0.17
120380#410585#669344,0,0.14
147624#105561#982219,1,0.28
421695#358081#721780,1,1.0
526330#517794#562548,0,0.0
276110#979610#100732,1,1.0
571302#388692#691167,1,0.3
15465#643868#436474,0,0.08
154262#839797#240545,1,0.68
237385#1020410#59932,1,0.42
349135#443805#636516,1,0.99
628872#199441#888826,1,0.99
578830#901114#179228,0,0.09
94580#559939#520403,0,0.17
621011#50521#1054355,1,0.96
273533#34127#1070906,1,0.92
22031#543186#537156,1,0.99
559882#412783#667132,1,0.18
473001#241510#841510,0,0.67
36852#213922#868839,1,0.97
439722#1072508#7834,0,0.19
77821#672954#407388,0,0.11
72575#527086#553256,0,0.26
371005#264985#818004,0,0.05
496271#559390#520952,0,0.11
226279#235434#847452,1,0.99
435418#567823#512519,1,0.99
272055#932043#148299,1,0.75
166401#743866#336476,0,0.3
179143#454312#626033,0,0.07
366219#1049975#30367,1,0.99
190889#676418#403924,0,0.1
187231#1042143#38199,0,0.29
154551#246852#836143,1,0.84
465662#68716#1036326,1,1.0
546140#256272#826712,0,0.08
265306#511203#569139,0,0.09
544127#669844#410498,0,0.51
48176#1052737#27605,0,0.58
140674#480575#599767,1,0.75
30304#783744#296598,1,0.54
50959#706837#373505,0,0.24
460473#413570#666348,1,1.0
12994#160813#927295,1,0.99
270410#593036#487306,0,0.15
45060#266879#816129,0,0.22
558367#469905#610437,0,0.01
255733#132469#955452,0,0.02
18941#484066#596276,0,0.27
97741#432559#647524,1,0.98
330201#448679#631678,1,0.25
554258#249042#833962,1,1.0
513797#536268#544074,0,0.09
274018#39948#1065145,1,0.24
355332#989209#91133,0,0.24
365447#727863#352479,0,0.4
231302#951664#128678,1,0.75
377579#1068844#11498,0,0.16
478053#654698#425644,1,0.5
526928#610092#470250,1,0.4
432479#774275#306067,1,0.23
201797#881063#199279,0,0.01
605127#472899#607443,1,0.7
383428#449732#630641,0,0.05
351444#370827#709020,0,0.24
284452#839421#240921,0,0.13
80174#743932#336410,1,1.0
353404#388460#691392,0,0.04
537504#851036#229306,0,0.28
493658#869423#210919,0,0.23
95673#982325#98017,1,1.0
239289#547554#532788,1,0.3
520305#633019#447323,0,0.08
7726#645446#434896,1,1.0
24327#216774#866001,0,0.19
238021#782486#297856,0,0.18
36043#603506#476836,0,0.19
574007#472394#607948,0,0.03
300312#517859#562483,0,0.65
122113#1011420#68922,0,0.11
257111#594381#485961,0,0.21
605645#470258#610084,0,0.07
23271#721136#359206,1,0.57
400559#962814#117528,1,1.0
139814#946577#133765,0,0.14
557571#174879#913231,1,1.0
632912#402606#677315,0,0.23
69541#187012#901136,1,0.82
537265#345781#734909,0,0.4
544925#860749#219593,0,0.18
209617#619116#461226,0,0.2
271765#405243#674680,1,0.87
65625#252722#830288,0,0.63
106088#945977#134365,1,0.99
268525#366565#713290,1,0.17
593410#736428#343914,1,0.99
167159#521989#558353,0,0.21
220337#327798#755338,1,0.98
127004#536186#544156,1,0.97
12260#570956#509386,0,0.07
455241#179800#908323,1,1.0
90690#692517#387825,1,0.98
25425#547403#532939,0,0.22
263112#831428#248914,1,1.0
482728#227576#855253,1,0.89
295181#205898#879370,0,0.14
362246#789851#290491,0,0.08
127147#426680#653301,0,0.02
339171#744646#335696,1,0.24
297532#795535#284807,0,0.16
606086#417981#662017,0,0.14
354954#821613#258729,0,0.08
48705#400402#679504,1,1.0
31394#821941#258401,1,0.98
77851#553410#526932,1,0.97
290755#806770#273572,1,0.22
339541#697030#383312,0,0.04
383350#126809#961029,0,0.37
495681#711554#368788,1,1.0
552941#70498#1034550,1,1.0
347353#889735#190607,0,0.01
419242#192110#896131,0,0.14
128307#86171#1019093,1,0.98
392025#512448#567894,0,0.13
254738#733057#347285,0,0.2
538258#384684#695173,0,0.02
212884#651218#429124,0,0.14
237552#205035#880217,1,0.83
489369#1041879#38463,0,0.08
98214#1033963#46379,1,1.0
426668#574420#505922,0,0.57
23095#408407#671508,1,0.19
115237#781937#298405,1,0.99
469742#75678#1029388,1,0.97
376901#868566#211776,0,0.25
137665#806395#273947,0,0.26
23343#1071796#8546,0,0.27
116323#498035#582307,1,0.99
499968#971299#109043,1,0.98
541249#226084#856729,0,0.67
482613#474949#605393,0,0.04
186929#565885#514457,1,0.98
573560#820905#259437,0,0.16
365751#360093#719769,0,0.14
599485#125011#962813,1,0.12
612364#41283#1063818,1,1.0
369416#295233#787862,0,0.03
394166#1003066#77276,1,0.18
326926#777187#303155,0,0.12
181382#984539#95803,1,0.96
195639#229184#853651,1,1.0
138199#383961#695894,0,0.01
258117#990435#89907,0,0.04
506270#825439#254903,0,0.32
563531#690135#390207,1,0.66
626756#248985#834020,0,0.26
467998#1006054#74288,0,0.35
330588#57562#1047403,0,0.0
81060#951855#128487,0,0.11
231208#732934#347408,0,0.04
282780#485431#594911,1,0.25
170615#719978#360364,1,0.68
405527#989489#90853,0,0.29
3303#973711#106631,0,0.29
81655#85914#1019344,1,0.97
259511#468384#611958,0,0.07
366814#190607#897631,1,0.24
226568#732138#348204,0,0.12
344075#910970#169372,1,0.97
146293#345538#735147,0,0.61
184083#954467#125875,1,1.0
37441#623234#457108,1,1.0
132790#286718#796341,1,1.0
355046#457539#622798,0,0.05
166009#309790#773341,0,0.26
284397#588512#491830,0,0.04
320990#52199#1052749,0,0.15
275037#375868#703984,1,0.85
473970#732711#347631,1,0.19
522294#646873#433469,0,0.07
225465#257793#825192,0,0.07
175209#479193#601149,0,0.08
440621#305848#777262,0,0.0
33600#587456#492886,0,0.03
147541#1078322#2020,1,0.68
73832#709014#371328,1,0.96
84189#683990#396352,1,1.0
102311#192320#895922,0,0.23
59461#381421#698430,1,1.0
140505#876579#203763,1,1.0
273067#92939#994827,0,0.14
497106#832372#247970,0,0.27
151772#423424#656560,1,0.91
122607#885280#195062,1,0.98
566590#273531#809486,1,0.71
287053#768769#311573,1,0.79
77357#829329#251013,1,0.93
385132#818718#261624,0,0.34
398087#221681#861109,0,0.06
141639#515229#565113,0,0.04
88545#442786#637519,0,0.1
270163#273834#809182,1,1.0
364563#210972#871775,0,0.09
217360#1067665#12677,0,0.06
320991#281483#801566,0,0.26
569307#557419#522923,1,0.15
37329#867806#212536,0,0.05
5229#126803#961035,0,0.26
304896#471898#608444,0,0.19
425591#132240#955671,1,0.95
461490#589709#490633,1,1.0
82513#116111#971705,0,0.29
28208#837464#242878,0,0.01
374145#288406#794663,1,1.0
140486#371248#708601,0,0.2
242198#87223#1018040,1,0.79
257000#588135#492207,0,0.23
623228#752900#327442,1,0.77
464713#705049#375293,1,0.75
334013#625935#454407,1,0.92
345979#289473#793586,1,1.0
317115#124232#963595,1,0.99
113364#1076326#4016,0,0.39
474347#45013#1059809,1,1.0
466628#826110#254232,1,1.0
530164#829084#251258,0,0.08
505798#93784#993994,1,0.75
617094#489966#590376,1,1.0
539891#1022328#58014,0,0.07
183781#165075#923048,1,0.99
462019#950220#130122,1,0.94
557637#511573#568769,1,1.0
231374#803567#276775,0,0.09
314115#770499#309843,1,0.96
417630#151814#936292,0,0.4
369204#724918#355424,0,0.22
426668#574486#505856,0,0.51
386687#1064351#15991,0,0.22
388222#869376#210966,0,0.04
393421#265716#817284,1,0.94
385901#708125#372217,1,1.0
512598#609248#471094,1,1.0
71506#254629#828362,1,0.98
387661#994467#85875,0,0.06
563428#1022855#57487,0,0.16
511485#408929#670993,1,1.0
128838#83936#1021315,0,0.01
631180#359122#720738,0,0.02
136568#721211#359131,1,0.57
260159#714366#365976,0,0.39
83286#707991#372351,0,0.03
23726#559674#520668,0,0.18
431106#994441#85901,0,0.22
238561#498140#582202,0,0.27
26657#939796#140546,0,0.1
1122#774470#305872,1,0.99
352375#1074855#5487,1,1.0
249991#269759#813252,1,0.99
395515#618303#462039,1,0.98
296933#399576#680337,0,0.13
87981#480365#599977,0,0.05
136446#284892#798163,0,0.03
293181#325520#757616,1,0.26
604487#85038#1020223,1,0.99
447807#774448#305894,1,0.97
399223#638085#442257,1,1.0
190358#749161#331181,1,1.0
551127#304354#778752,0,0.38
468366#517498#562844,0,0.17
391260#391167#688739,0,0.05
602356#751253#329089,0,0.12
233131#732930#347412,0,0.33
566911#739058#341284,1,1.0
420547#899052#181290,0,0.05
437704#711774#368568,0,0.07
209126#1004565#75777,0,0.3
436148#1028700#51642,0,0.16
67068#842589#237753,1,1.0
535444#769133#311209,1,1.0
33024#503685#576657,0,0.32
157015#837174#243168,0,0.03
278331#326989#756140,0,0.21
346416#174594#913514,0,0.17
563148#477383#602959,0,0.32
100300#737401#342941,0,0.34
50016#997903#82439,1,0.96
541277#665249#415093,1,1.0
425061#988428#91914,0,0.34
122682#740396#339946,1,0.99
236214#261105#821877,0,0.16
343607#72218#1032842,0,0.27
314252#1053736#26606,0,0.12
312082#639010#441332,0,0.15
290207#1003189#77153,0,0.07
241475#494246#586096,1,0.75
621564#628648#451694,0,0.05
625167#261619#821367,0,0.14
78766#132366#955553,1,0.99
138621#947113#133229,1,0.29
594036#264874#818115,1,0.99
164999#980327#100015,0,0.06
363149#379762#700092,1,0.99
613317#77892#1027195,0,0.34
483798#769980#310362,0,0.22
101784#257891#825094,0,0.06
350694#1044725#35617,1,1.0
40226#236354#846570,1,1.0
33327#570874#509468,0,0.19
197647#359058#720803,0,0.13
67851#650602#429740,0,0.18
39086#169875#918258,1,1.0
286546#352959#726913,1,1.0
232132#1071262#9080,0,0.21
345115#267326#815682,0,0.06
113381#451551#628810,0,0.08
225761#1021562#58780,0,0.24
369794#505185#575157,0,0.23
566032#358796#721061,0,0.07
491231#965447#114895,0,0.2
447124#624689#455653,1,0.15
586344#656416#423926,1,0.98
604884#136740#951363,1,0.98
210053#1018668#61674,1,0.42
318754#1060248#20094,1,0.8
5661#832248#248094,1,1.0
433977#205113#880140,1,1.0
98541#270893#812115,0,0.88
32288#688649#391693,0,0.08
587667#481395#598947,1,0.99
467001#113940#973872,1,0.97
573498#380403#699450,0,0.14
268922#612907#467435,0,0.1
205781#661917#418425,1,0.67
623956#270048#812964,1,0.79
283970#303621#779485,0,0.69
232156#1061365#18977,1,0.35
562274#243298#839705,1,0.99
5068#587086#493256,0,0.25
102912#358762#721096,0,0.26
555056#490813#589529,0,0.2
214448#522614#557728,0,0.13
507638#560486#519856,1,0.25
494260#459300#621041,1,0.95
183447#184442#903695,0,0.35
215727#1033377#46965,1,0.98
473526#373471#706382,1,1.0
72575#527289#553053,0,0.36
414329#467469#612873,0,0.33
3644#602355#477987,1,0.02
173493#261679#821306,0,0.03
459459#806219#274123,0,0.06
534130#83144#1022105,1,0.34
407115#293251#789826,1,1.0
159139#349350#731406,0,0.27
438576#796457#283885,1,0.07
53035#662601#417741,0,0.18
518575#194934#893321,0,0.04
324021#892843#187499,1,1.0
126978#498255#582087,1,1.0
447699#886654#193688,0,0.18
142798#544181#536161,0,0.05
456063#304719#778386,0,0.07
549121#659753#420589,1,0.98
590889#743947#336395,1,0.27
105927#500984#579358,0,0.66
153160#1022109#58233,1,1.0
349863#871165#209177,0,0.2
607555#367237#712621,1,0.79
535268#122882#964938,0,0.06
574563#294176#788909,0,0.82
221718#944247#136095,0,0.61
266613#642184#438158,0,0.17
455228#876537#203805,1,0.99
568947#305611#777494,1,0.99
566438#1054096#26246,0,0.03
605632#438424#641879,1,0.24
119729#511233#569109,0,0.38
135525#756209#324133,1,0.98
391237#37145#1067913,0,0.12
327195#874602#205740,1,1.0
599789#788208#292134,1,1.0
130329#234219#848630,0,0.96
368069#997597#82745,1,1.0
238093#369102#710756,1,0.98
396881#68264#1036774,0,0.3
261661#365143#714714,1,0.98
171362#673869#406473,0,0.1
3583#45384#1059446,0,0.06
270767#814098#266244,0,0.04
511866#537413#542929,0,0.08
27550#751348#328994,0,0.05
75879#213102#869654,0,0.13
588304#493932#586410,0,0.13
237862#551247#529095,0,0.05
444134#347624#733099,0,0.19
44995#708249#372093,1,0.97
478350#887133#193209,0,0.08
247272#183217#904920,1,0.96
80549#846116#234226,1,0.89
239271#469016#611326,0,0.02
223930#755308#325034,0,0.02
492160#269876#813136,0,0.1
506996#569528#510814,0,0.01
282965#240664#842355,1,1.0
264399#797835#282507,1,0.97
522273#99943#987839,1,1.0
218762#995668#84674,1,1.0
193245#606892#473450,1,0.38
325875#353282#726587,1,0.98
611653#658649#421693,1,0.97
279731#748796#331546,1,1.0
343215#357273#722592,1,0.98
261317#1046031#34311,0,0.56
3193#159824#928276,1,1.0
16911#630384#449958,1,0.45
132210#772747#307595,0,0.32
295248#384775#695083,0,0.5
197657#1006501#73841,0,0.1
122754#515176#565166,1,1.0
277498#448186#632165,1,0.95
59215#36247#1068807,0,0.27
371865#808220#272122,0,0.2
281703#186702#901447,1,0.35
317981#76820#1028257,1,0.96
398414#613035#467307,0,0.35
548637#538349#541993,1,0.17
505488#1076364#3978,0,0.15
253889#598546#481796,0,0.03
312856#503582#576760,0,0.2
502988#876053#204289,0,0.11
543297#672720#407622,0,0.02
148597#274148#808872,0,0.05
88812#600176#480166,0,0.36
574295#177112#910996,1,1.0
7194#782497#297845,0,0.11
491202#955113#125229,1,0.2
480927#895814#184528,1,0.58
319967#778096#302246,0,0.14
562015#695120#385222,0,0.25
559824#523837#556505,0,0.17
110924#944548#135794,0,0.29
165593#168711#919421,1,0.91
264603#435859#644374,0,0.06
388978#233060#849770,1,1.0
453121#497380#582962,1,0.18
494745#555705#524637,0,0.26
497836#672931#407411,1,0.98
353498#190486#897751,1,1.0
260768#1048487#31855,1,0.63
363324#506555#573787,0,0.02
